
Roll   Pitch  Yaw
-75.156 +1.291 -5.489
-59.592 +3.272 -8.336
-59.592 +3.272 -8.336
-59.592 +3.272 -8.336
-59.592 +3.272 -8.336
-59.592 +3.272 -8.336
-51.008 +2.817 -0.901
-51.008 +2.817 -0.901
-51.008 +2.817 -0.901
-51.008 +2.817 -0.901
-51.008 +2.817 -0.901
-43.853 +1.471 -1.702
-43.853 +1.471 -1.702
-43.853 +1.471 -1.702
-43.853 +1.471 -1.702
-43.853 +1.471 -1.702
-39.805 +1.838 +1.382
-39.805 +1.838 +1.382
-39.805 +1.838 +1.382
-39.805 +1.838 +1.382
-39.805 +1.838 +1.382
-27.843 +1.097 -1.687
-27.843 +1.097 -1.687
-27.843 +1.097 -1.687
-27.843 +1.097 -1.687
-27.843 +1.097 -1.687
-14.186 +3.887 -10.450
-14.186 +3.887 -10.450
-14.186 +3.887 -10.450
-14.186 +3.887 -10.450
-14.186 +3.887 -10.450
-5.287 +3.245 +10.328
-5.287 +3.245 +10.328
-5.287 +3.245 +10.328
-5.287 +3.245 +10.328
-5.287 +3.245 +10.328
-7.145 +4.082 +4.145
-7.145 +4.082 +4.145
-7.145 +4.082 +4.145
-7.145 +4.082 +4.145
-7.145 +4.082 +4.145
-6.155 +2.698 -2.336
-6.155 +2.698 -2.336
-6.155 +2.698 -2.336
-6.155 +2.698 -2.336
-6.155 +2.698 -2.336
-5.208 +3.213 -1.092
-5.208 +3.213 -1.092
-5.208 +3.213 -1.092
-5.208 +3.213 -1.092
-5.208 +3.213 -1.092
-8.701 +2.393 -1.366
-8.701 +2.393 -1.366
-8.701 +2.393 -1.366
-8.701 +2.393 -1.366
-8.701 +2.393 -1.366
-14.031 +3.333 +0.328
-14.031 +3.333 +0.328
-14.031 +3.333 +0.328
-14.031 +3.333 +0.328
-14.031 +3.333 +0.328
-24.881 +2.923 -2.290
-24.881 +2.923 -2.290
-24.881 +2.923 -2.290
-24.881 +2.923 -2.290
-24.881 +2.923 -2.290
-40.184 +1.121 -1.969
-40.184 +1.121 -1.969
-40.184 +1.121 -1.969
-40.184 +1.121 -1.969
-40.184 +1.121 -1.969
-55.310 +3.019 -0.244
-55.310 +3.019 -0.244
-55.310 +3.019 -0.244
-55.310 +3.019 -0.244
-55.310 +3.019 -0.244
-66.863 +3.256 +9.679
-66.863 +3.256 +9.679
-66.863 +3.256 +9.679
-66.863 +3.256 +9.679
-66.863 +3.256 +9.679
-89.071 +0.713 +3.496
-89.071 +0.713 +3.496
-89.071 +0.713 +3.496
-89.071 +0.713 +3.496
-89.071 +0.713 +3.496
-79.879 +0.703 +1.908
-79.879 +0.703 +1.908
-79.879 +0.703 +1.908
-79.879 +0.703 +1.908
-79.879 +0.703 +1.908
-66.398 -1.889 +1.550
-66.398 -1.889 +1.550
-66.398 -1.889 +1.550
-66.398 -1.889 +1.550
-66.398 -1.889 +1.550
-59.548 +0.250 +2.450
-59.548 +0.250 +2.450
-59.548 +0.250 +2.450
-59.548 +0.250 +2.450
-59.548 +0.250 +2.450
-51.504 -0.573 +8.962
-51.504 -0.573 +8.962
-51.504 -0.573 +8.962
-51.504 -0.573 +8.962
-51.504 -0.573 +8.962
-35.576 -0.212 +5.191
-35.576 -0.212 +5.191
-35.576 -0.212 +5.191
-35.576 -0.212 +5.191
-35.576 -0.212 +5.191
-25.918 +1.619 +7.336
-25.918 +1.619 +7.336
-25.918 +1.619 +7.336
-25.918 +1.619 +7.336
-25.918 +1.619 +7.336
-19.880 +0.196 -0.412
-19.880 +0.196 -0.412
-19.880 +0.196 -0.412
-19.880 +0.196 -0.412
-19.880 +0.196 -0.412
-15.428 +0.014 -1.328
-15.428 +0.014 -1.328
-15.428 +0.014 -1.328
-15.428 +0.014 -1.328
-15.428 +0.014 -1.328
-9.737 +1.230 +5.992
-9.737 +1.230 +5.992
-9.737 +1.230 +5.992
-9.737 +1.230 +5.992
-9.737 +1.230 +5.992
-4.123 +0.418 +3.435
-4.123 +0.418 +3.435
-4.123 +0.418 +3.435
-4.123 +0.418 +3.435
-4.123 +0.418 +3.435
-0.499 -0.664 +7.366
-0.499 -0.664 +7.366
-0.499 -0.664 +7.366
-0.499 -0.664 +7.366
-0.499 -0.664 +7.366
+2.801 -0.286 -9.069
+2.801 -0.286 -9.069
+2.801 -0.286 -9.069
+2.801 -0.286 -9.069
+2.801 -0.286 -9.069
+6.215 +0.000 -10.099
+6.215 +0.000 -10.099
+6.215 +0.000 -10.099
+6.215 +0.000 -10.099
+6.215 +0.000 -10.099
+15.070 +2.683 +13.435
+15.070 +2.683 +13.435
+15.070 +2.683 +13.435
+15.070 +2.683 +13.435
+15.070 +2.683 +13.435
+16.919 +2.421 +19.145
+16.919 +2.421 +19.145
+16.919 +2.421 +19.145
+16.919 +2.421 +19.145
+16.919 +2.421 +19.145
+17.740 +0.235 -7.824
+17.740 +0.235 -7.824
+17.740 +0.235 -7.824
+17.740 +0.235 -7.824
+17.740 +0.235 -7.824
+45.100 +0.083 -8.214
+45.100 +0.083 -8.214
+45.100 +0.083 -8.214
+45.100 +0.083 -8.214
+45.100 +0.083 -8.214
+56.168 +1.614 -1.298
+56.168 +1.614 -1.298
+56.168 +1.614 -1.298
+56.168 +1.614 -1.298
+56.168 +1.614 -1.298
+71.804 +5.864 +11.130
+71.804 +5.864 +11.130
+71.804 +5.864 +11.130
+71.804 +5.864 +11.130
+71.804 +5.864 +11.130
+70.151 +3.473 +11.084
+70.151 +3.473 +11.084
+70.151 +3.473 +11.084
+70.151 +3.473 +11.084
+70.151 +3.473 +11.084
+70.277 +2.563 +2.374
+70.277 +2.563 +2.374
+70.277 +2.563 +2.374
+70.277 +2.563 +2.374
+70.277 +2.563 +2.374
+54.486 +1.802 -1.275
+54.486 +1.802 -1.275
+54.486 +1.802 -1.275
+54.486 +1.802 -1.275
+54.486 +1.802 -1.275
+49.077 +2.683 -0.153
+49.077 +2.683 -0.153
+49.077 +2.683 -0.153
+49.077 +2.683 -0.153
+49.077 +2.683 -0.153
+46.212 +3.064 -3.244
+46.212 +3.064 -3.244
+46.212 +3.064 -3.244
+46.212 +3.064 -3.244
+46.212 +3.064 -3.244
+38.050 +2.987 -4.847
+38.050 +2.987 -4.847
+38.050 +2.987 -4.847
+38.050 +2.987 -4.847
+38.050 +2.987 -4.847
+30.562 +2.117 -0.229
+30.562 +2.117 -0.229
+30.562 +2.117 -0.229
+30.562 +2.117 -0.229
+30.562 +2.117 -0.229
+23.281 +1.530 +7.809
+23.281 +1.530 +7.809
+23.281 +1.530 +7.809
+23.281 +1.530 +7.809
+23.281 +1.530 +7.809
+18.803 +3.418 -2.672
+18.803 +3.418 -2.672
+18.803 +3.418 -2.672
+18.803 +3.418 -2.672
+18.803 +3.418 -2.672
+11.884 +2.785 +15.107
+11.884 +2.785 +15.107
+11.884 +2.785 +15.107
+11.884 +2.785 +15.107
+11.884 +2.785 +15.107
+4.490 +2.993 +57.924
+4.490 +2.993 +57.924
+4.490 +2.993 +57.924
+4.490 +2.993 +57.924
+4.490 +2.993 +57.924
-2.282 +3.393 -1.412
-2.282 +3.393 -1.412
-2.282 +3.393 -1.412
-2.282 +3.393 -1.412
-2.282 +3.393 -1.412
-2.414 +4.238 -8.687
-2.414 +4.238 -8.687
-2.414 +4.238 -8.687
-2.414 +4.238 -8.687
-2.414 +4.238 -8.687
+1.571 +2.314 -1.885
+1.571 +2.314 -1.885
+1.571 +2.314 -1.885
+1.571 +2.314 -1.885
+1.571 +2.314 -1.885
+8.665 -0.777 -11.725
+8.665 -0.777 -11.725
+8.665 -0.777 -11.725
+8.665 -0.777 -11.725
+8.665 -0.777 -11.725
+17.105 +2.259 -10.733
+17.105 +2.259 -10.733
+17.105 +2.259 -10.733
+17.105 +2.259 -10.733
+17.105 +2.259 -10.733
+30.393 +1.697 +6.053
+30.393 +1.697 +6.053
+30.393 +1.697 +6.053
+30.393 +1.697 +6.053
+30.393 +1.697 +6.053
+30.128 +8.441 +0.061
+30.128 +8.441 +0.061
+30.128 +8.441 +0.061
+30.128 +8.441 +0.061
+30.128 +8.441 +0.061
+55.422 +1.795 -1.588
+55.422 +1.795 -1.588
+55.422 +1.795 -1.588
+55.422 +1.795 -1.588
+55.422 +1.795 -1.588
+79.140 +3.340 -8.206
+79.140 +3.340 -8.206
+79.140 +3.340 -8.206
+79.140 +3.340 -8.206
+79.140 +3.340 -8.206
+88.305 +3.687 -2.634
+88.305 +3.687 -2.634
+88.305 +3.687 -2.634
+88.305 +3.687 -2.634
+88.305 +3.687 -2.634
+81.630 +2.882 -4.160
+81.630 +2.882 -4.160
+81.630 +2.882 -4.160
+81.630 +2.882 -4.160
+81.630 +2.882 -4.160
+70.094 +2.201 -4.298
+70.094 +2.201 -4.298
+70.094 +2.201 -4.298
+70.094 +2.201 -4.298
+70.094 +2.201 -4.298
+53.862 +0.028 -7.458
+53.862 +0.028 -7.458
+53.862 +0.028 -7.458
+53.862 +0.028 -7.458
+53.862 +0.028 -7.458
+35.104 +2.534 +0.893
+35.104 +2.534 +0.893
+35.104 +2.534 +0.893
+35.104 +2.534 +0.893
+35.104 +2.534 +0.893
+21.011 +2.948 -8.924
+21.011 +2.948 -8.924
+21.011 +2.948 -8.924
+21.011 +2.948 -8.924
+21.011 +2.948 -8.924
+15.235 +0.529 -1.176
+15.235 +0.529 -1.176
+15.235 +0.529 -1.176
+15.235 +0.529 -1.176
+15.235 +0.529 -1.176
+14.351 -0.833 +0.244
+14.351 -0.833 +0.244
+14.351 -0.833 +0.244
+14.351 -0.833 +0.244
+14.351 -0.833 +0.244
+10.420 -0.084 -0.725
+10.420 -0.084 -0.725
+10.420 -0.084 -0.725
+10.420 -0.084 -0.725
+10.420 -0.084 -0.725
+9.362 -0.563 -7.168
+9.362 -0.563 -7.168
+9.362 -0.563 -7.168
+9.362 -0.563 -7.168
+9.362 -0.563 -7.168
+5.626 -0.807 +0.321
+5.626 -0.807 +0.321
+5.626 -0.807 +0.321
+5.626 -0.807 +0.321
+5.626 -0.807 +0.321
+5.062 +0.412 +2.458
+5.062 +0.412 +2.458
+5.062 +0.412 +2.458
+5.062 +0.412 +2.458
+5.062 +0.412 +2.458
+4.503 -0.042 -0.031
+4.503 -0.042 -0.031
+4.503 -0.042 -0.031
+4.503 -0.042 -0.031
+4.503 -0.042 -0.031
+4.501 +0.404 +0.076
+4.501 +0.404 +0.076
+4.501 +0.404 +0.076
+4.501 +0.404 +0.076
+4.501 +0.404 +0.076
+4.665 +0.352 +0.092
+4.665 +0.352 +0.092
+4.665 +0.352 +0.092
+4.665 +0.352 +0.092
+4.665 +0.352 +0.092
+4.634 -0.180 +0.031
+4.634 -0.180 +0.031
+4.634 -0.180 +0.031
+4.634 -0.180 +0.031
+4.634 -0.180 +0.031
+4.948 +0.798 +0.153
+4.948 +0.798 +0.153
+4.948 +0.798 +0.153
+4.948 +0.798 +0.153
+4.948 +0.798 +0.153
+4.493 +0.625 +0.031
+4.493 +0.625 +0.031
+4.493 +0.625 +0.031
+4.493 +0.625 +0.031
+4.493 +0.625 +0.031
+4.575 +0.430 +0.115
+4.575 +0.430 +0.115
+4.575 +0.430 +0.115
+4.575 +0.430 +0.115
+4.575 +0.430 +0.115
+4.583 +0.465 +0.183
+4.583 +0.465 +0.183
+4.583 +0.465 +0.183
+4.583 +0.465 +0.183
+4.583 +0.465 +0.183
+4.456 +0.333 +0.176
+4.456 +0.333 +0.176
+4.456 +0.333 +0.176
+4.456 +0.333 +0.176
+4.456 +0.333 +0.176
+4.553 +0.291 +0.206
+4.553 +0.291 +0.206
+4.553 +0.291 +0.206
+4.553 +0.291 +0.206
+4.553 +0.291 +0.206
+4.790 +0.315 +0.053
+4.790 +0.315 +0.053
+4.790 +0.315 +0.053
+4.790 +0.315 +0.053
+4.790 +0.315 +0.053
+4.597 +0.055 +0.023
+4.597 +0.055 +0.023
+4.597 +0.055 +0.023
+4.597 +0.055 +0.023
